"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, child only persons data, and Supplemental Security Income data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Procedural_Denials,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons,EBT_FSP_dollars,EBT_SNB_dollars,EBT_TNB_dollars,All_GCF_apps_submit,SSA_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,Continuing CalFresh SSI Persons Unaided in the Household - No Reversal Determination Yet,Continuing CalFresh Cases with at Least One SSI Person Unaided in the Household - No Reversal Determination Yet,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,SSI Persons in New Apps Disposed,Average Age of SSI Persons Newly Applying,SNB Determination - Approved Cases,Active TNB Cases,SSI Disposed HH Language - English,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - Vietnamese,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other, SSI Person Race/Ethnicity - American Indian or Alaska Native, SSI Person Race/Ethnicity - Black or African American, SSI Person Race/Ethnicity - Other, SSI Person Race/Ethnicity - Unknown, SSI Person Race/Ethnicity - White, SSI Person Race/Ethnicity - More Than One Race/Ethnicity, SSI Person Race/Ethnicity - Hispanic, SSI Person Race/Ethnicity - Asian, SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander
Yuba,US-06115,-121.499162,39.278915,C-IV,August,42217.0,2015.0,2015.0,2015/16,0.083,,,,,,,6349.0,13784.0,,,,,,,,,,,,30995.0,1.0,,,116.0,0.276,0.0239,,,535.0,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,September,42248.0,2015.0,2015.0,2015/16,0.056,278378.0,1854240.0,1998.0,18686.0,280376.0,1872926.0,2153302.0,4501358.0,705225.0,3748508.0,4453733.0,6593.0,41032.0,47625.0,711818.0,3789540.0,625117732.23,6133249.8,631250982.03,13054801.0,0.9671,,,876.0,0.325,0.0455,,,322986.0,676001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.044,,,,,,,62511.0,121514.0,,,,,,,,,,,,432134.0,0.8563,,,20.0,0.7,0.0334,,,8976.0,17086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.075,,,,,,,98.0,166.0,,,,,,,,,,,,360.0,1.0,,,130.0,0.254,0.0236,,,2.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.056,,,,,,,1775.0,3408.0,,,,,,,,,,,,8030.0,0.9747,,,130.0,0.254,0.0236,,,60.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.061,,,,,,,16657.0,32212.0,,,,,,,,,,,,82652.0,0.884,,,130.0,0.254,0.0236,,,937.0,1592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.057,,,,,,,2895.0,5427.0,,,,,,,,,,,,11862.0,0.991,,,130.0,0.254,0.0236,,,92.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.09,,,,,,,624.0,1427.0,,,,,,,,,,,,8664.0,0.913,,,130.0,0.254,0.0236,,,108.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.046,,,,,,,35800.0,71994.0,,,,,,,,,,,,266898.0,0.9662,,,16.0,0.563,0.0209,,,5300.0,10666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.07,,,,,,,2552.0,5276.0,,,,,,,,,,,,11693.0,1.0,,,130.0,0.254,0.0236,,,135.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.05,,,,,,,7264.0,13017.0,,,,,,,,,,,,38011.0,1.0,,,130.0,0.254,0.0236,,,400.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.083,,,,,,,103751.0,240834.0,,,,,,,,,,,,474922.0,0.9311,,,24.0,0.333,0.0271,,,13727.0,30533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.068,,,,,,,1515.0,3571.0,,,,,,,,,,,,11830.0,1.0,,,130.0,0.254,0.0236,,,209.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.048,,,,,,,12159.0,21181.0,,,,,,,,,,,,51255.0,0.9903,,,130.0,0.254,0.0236,,,673.0,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.248,,,,,,,17683.0,44217.0,,,,,,,,,,,,92986.0,0.9663,,,130.0,0.254,0.0236,,,971.0,1862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.049,,,,,,,1055.0,2065.0,,,,,,,,,,,,5613.0,1.0,,,130.0,0.254,0.0236,,,79.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.087,,,,,,,69012.0,161775.0,,,,,,,,,,,,390496.0,0.997,,,48.0,0.208,0.0082,,,10198.0,22791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.083,,,,,,,10754.0,24794.0,,,,,,,,,,,,56167.0,1.0,,,130.0,0.254,0.0236,,,1317.0,2956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.065,,,,,,,6487.0,12494.0,,,,,,,,,,,,30528.0,0.993,,,130.0,0.254,0.0236,,,385.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.057,,,,,,,1543.0,3187.0,,,,,,,,,,,,7749.0,0.8657,,,130.0,0.254,0.0236,,,99.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,September,42248.0,2015.0,2015.0,2015/16,0.061,,,,,,,587889.0,1180032.0,,,,,,,,,,,,3870846.0,0.9573,,,151.0,0.51,0.0374,,,107942.0,220999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.083,,,,,,,12103.0,29748.0,,,,,,,,,,,,69787.0,0.9952,,,130.0,0.254,0.0236,,,2765.0,6452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.033,,,,,,,6466.0,10645.0,,,,,,,,,,,,43654.0,0.9965,,,130.0,0.254,0.0236,,,1326.0,2379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.049,,,,,,,1109.0,2094.0,,,,,,,,,,,,4796.0,1.0,,,130.0,0.254,0.0236,,,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.048,,,,,,,7125.0,13391.0,,,,,,,,,,,,40269.0,1.0,,,130.0,0.254,0.0236,,,581.0,1247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.083,,,,,,,25244.0,58213.0,,,,,,,,,,,,137383.0,0.9988,,,12.0,0.167,0.0126,,,4007.0,8948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.066,,,,,,,448.0,977.0,,,,,,,,,,,,3106.0,0.9231,,,130.0,0.254,0.0236,,,44.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.054,,,,,,,472.0,792.0,,,,,,,,,,,,3674.0,1.0,,,130.0,0.254,0.0236,,,65.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.054,,,,,,,22095.0,48884.0,,,,,,,,,,,,174319.0,1.0,,,20.0,0.25,0.0618,,,6657.0,14703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.038,,,,,,,3637.0,7493.0,,,,,,,,,,,,31963.0,0.9308,,,130.0,0.254,0.0236,,,789.0,1646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.048,,,,,,,4305.0,7801.0,,,,,,,,,,,,24519.0,0.9955,,,130.0,0.254,0.0236,,,147.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.042,,,,,,,124457.0,259162.0,,,,,,,,,,,,882370.0,0.984,,,36.0,0.444,0.037,,,28535.0,61919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.046,,,,,,,9483.0,18205.0,,,,,,,,,,,,63152.0,0.974,,,130.0,0.254,0.0236,,,679.0,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.07,,,,,,,1079.0,2027.0,,,,,,,,,,,,5859.0,0.9865,,,130.0,0.254,0.0236,,,56.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.064,,,,,,,131862.0,299627.0,,,,,,,,,,,,813728.0,0.994,,,92.0,0.196,0.0558,,,16616.0,36432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.055,,,,,,,105233.0,220624.0,,,,,,,,,,,,541246.0,0.9839,,,36.0,0.5,0.0043,,,9280.0,18430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.061,,,,,,,2710.0,6015.0,,,,,,,,,,,,18101.0,1.0,,,130.0,0.254,0.0236,,,401.0,924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.06,,,,,,,182950.0,405772.0,,,,,,,,,,,,862349.0,0.9996,,,105.0,0.133,0.0309,,,21021.0,44620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.048,,,,,,,144010.0,292234.0,,,,,,,,,,,,870409.0,0.9476,,,61.0,0.393,0.013,,,15996.0,32854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.033,,,,,,,34311.0,52489.0,,,,,,,,,,,,225932.0,0.9764,,,12.0,0.667,0.0676,,,3981.0,6382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.076,,,,,,,53351.0,121533.0,,,,,,,,,,,,294583.0,0.9838,,,34.0,0.147,0.0312,,,7074.0,15123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.043,,,,,,,10077.0,18636.0,,,,,,,,,,,,60965.0,0.9591,,,130.0,0.254,0.0236,,,1072.0,2187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.031,,,,,,,16276.0,31755.0,,,,,,,,,,,,155107.0,0.9718,,,130.0,0.254,0.0236,,,3920.0,7620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.045,,,,,,,17208.0,36422.0,,,,,,,,,,,,137316.0,0.9376,,,130.0,0.254,0.0236,,,4251.0,9584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.039,,,,,,,55319.0,109813.0,,,,,,,,,,,,440645.0,0.9731,,,19.0,0.421,0.0273,,,10382.0,21178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.055,,,,,,,13854.0,25698.0,,,,,,,,,,,,78070.0,0.9686,,,130.0,0.254,0.0236,,,2352.0,4922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.066,,,,,,,13035.0,25135.0,,,,,,,,,,,,65071.0,0.9709,,,130.0,0.254,0.0236,,,612.0,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.063,,,,,,,164.0,297.0,,,,,,,,,,,,819.0,1.0,,,130.0,0.254,0.0236,,,3.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.071,,,,,,,3267.0,6982.0,,,,,,,,,,,,17445.0,1.0,,,130.0,0.254,0.0236,,,152.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.055,,,,,,,23332.0,44434.0,,,,,,,,,,,,120289.0,0.9665,,,6.0,0.667,0.021,,,2318.0,4599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.039,,,,,,,20051.0,35934.0,,,,,,,,,,,,125255.0,0.9185,,,130.0,0.254,0.0236,,,3258.0,6703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.079,,,,,,,43461.0,92311.0,,,,,,,,,,,,234296.0,0.9958,,,24.0,0.083,0.0173,,,5324.0,11438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.082,,,,,,,5732.0,13196.0,,,,,,,,,,,,40813.0,0.9664,,,130.0,0.254,0.0236,,,669.0,1413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.066,,,,,,,4840.0,10610.0,,,,,,,,,,,,27163.0,0.9733,,,130.0,0.254,0.0236,,,414.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.058,,,,,,,1027.0,1848.0,,,,,,,,,,,,5060.0,1.0,,,130.0,0.254,0.0236,,,38.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.099,,,,,,,53353.0,125197.0,,,,,,,,,,,,248741.0,0.9808,,,15.0,0.333,0.0339,,,8059.0,18745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.061,,,,,,,3199.0,5734.0,,,,,,,,,,,,14648.0,0.9882,,,130.0,0.254,0.0236,,,118.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.055,,,,,,,37748.0,76256.0,,,,,,,,,,,,230176.0,0.7077,,,15.0,0.333,0.0594,,,6938.0,15572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,September,42248.0,2015.0,2015.0,2015/16,0.055,,,,,,,10522.0,20991.0,,,,,,,,,,,,57657.0,0.9322,,,130.0,0.254,0.0236,,,914.0,1813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,September,42248.0,2015.0,2015.0,2015/16,0.077,,,,,,,6363.0,13792.0,,,,,,,,,,,,31370.0,0.9963,,,130.0,0.254,0.0236,,,533.0,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,October,42278.0,2015.0,2016.0,2015/16,0.057,276806.0,1857833.0,2008.0,18733.0,278814.0,1876566.0,2155380.0,4501050.0,701130.0,3752062.0,4453192.0,6609.0,41249.0,47858.0,707739.0,3793311.0,626061148.23,6146981.28,632208129.51,13134343.0,0.9702,,,67.0,0.284,0.0494,,,321950.0,674586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,October,42278.0,2015.0,2016.0,2015/16,0.045,,,,,,,62653.0,121539.0,,,,,,,,,,,,434830.0,0.8561,,,3.0,0.667,0.0,,,8885.0,16910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.079,,,,,,,98.0,164.0,,,,,,,,,,,,362.0,1.0,,,12.0,0.167,0.0,,,2.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.06,,,,,,,1780.0,3440.0,,,,,,,,,,,,8057.0,0.9765,,,12.0,0.167,0.0,,,56.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.062,,,,,,,16800.0,32287.0,,,,,,,,,,,,82815.0,0.8198,,,12.0,0.167,0.0,,,944.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.059,,,,,,,2909.0,5406.0,,,,,,,,,,,,11905.0,1.0,,,12.0,0.167,0.0,,,92.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.107,,,,,,,589.0,1319.0,,,,,,,,,,,,8723.0,1.0,,,12.0,0.167,0.0,,,101.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,October,42278.0,2015.0,2016.0,2015/16,0.047,,,,,,,35848.0,71977.0,,,,,,,,,,,,268970.0,0.9543,,,1.0,1.0,0.0208,,,5293.0,10619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.076,,,,,,,2573.0,5281.0,,,,,,,,,,,,11724.0,1.0,,,12.0,0.167,0.0,,,136.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.052,,,,,,,7288.0,13063.0,,,,,,,,,,,,38204.0,0.9973,,,12.0,0.167,0.0,,,410.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,October,42278.0,2015.0,2016.0,2015/16,0.092,,,,,,,103607.0,240395.0,,,,,,,,,,,,478594.0,0.935,,,3.0,0.667,0.0464,,,13754.0,30610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.066,,,,,,,1504.0,3551.0,,,,,,,,,,,,11845.0,1.0,,,12.0,0.167,0.0,,,207.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.049,,,,,,,12380.0,21435.0,,,,,,,,,,,,51896.0,0.9986,,,12.0,0.167,0.0,,,655.0,1193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.244,,,,,,,17814.0,44547.0,,,,,,,,,,,,92777.0,0.9762,,,12.0,0.167,0.0,,,966.0,1866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.053,,,,,,,1080.0,2138.0,,,,,,,,,,,,5635.0,1.0,,,12.0,0.167,0.0,,,75.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.089,,,,,,,69411.0,161315.0,,,,,,,,,,,,392161.0,0.9962,,,2.0,0.5,0.0,,,10156.0,22771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.094,,,,,,,10733.0,24665.0,,,,,,,,,,,,56104.0,1.0,,,12.0,0.167,0.0,,,1313.0,2959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.072,,,,,,,7319.0,14694.0,,,,,,,,,,,,30612.0,0.9889,,,12.0,0.167,0.0,,,389.0,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.055,,,,,,,1520.0,3144.0,,,,,,,,,,,,7812.0,0.7705,,,12.0,0.167,0.0,,,98.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,October,42278.0,2015.0,2016.0,2015/16,0.059,,,,,,,586382.0,1176870.0,,,,,,,,,,,,3904313.0,0.9652,,,10.0,0.5,0.022,,,107518.0,220211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.092,,,,,,,12081.0,29653.0,,,,,,,,,,,,69686.0,1.0,,,12.0,0.167,0.0,,,2774.0,6506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,October,42278.0,2015.0,2016.0,2015/16,0.034,,,,,,,6508.0,10717.0,,,,,,,,,,,,43873.0,1.0,,,12.0,0.167,0.0,,,1316.0,2359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
