"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, and child only persons data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons
Marin,US-06041,-122.870429,38.068145,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.036,,,,,,,6363.0,10522.0,,,,,,,,,,,,40061.0,0.9934,,10.0,0.2,0.0187,,,1310.0,2353.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.092,,,,,,,1059.0,2010.0,,,,,,,,,,,,4533.0,0.9216,,10.0,0.2,0.0187,,,28.0,*
Mendocino,US-06045,-123.5709822,39.380655,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.068,,,,,,,7239.0,13377.0,,,,,,,,,,,,37520.0,0.986,,10.0,0.2,0.0187,,,624.0,1314.0
Merced,US-06047,-120.1246993,37.18687,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.128,,,,,,,24499.0,57520.0,,,,,,,,,,,,129001.0,0.9864,,1.0,0.0,0.0325,,,4083.0,9129.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.104,,,,,,,479.0,1040.0,,,,,,,,,,,,3012.0,1.0,,10.0,0.2,0.0187,,,36.0,65.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.06,,,,,,,501.0,841.0,,,,,,,,,,,,3292.0,1.0,,10.0,0.2,0.0187,,,69.0,140.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.112,,,,,,,22492.0,50538.0,,,,,,,,,,,,158065.0,0.9976,,2.0,0.5,0.0893,,,7866.0,17072.0
Napa,US-06055,-122.5128064,38.509635,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.057,,,,,,,3521.0,7319.0,,,,,,,,,,,,29683.0,0.9537,,10.0,0.2,0.0187,,,849.0,1765.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.056,,,,,,,4233.0,7702.0,,,,,,,,,,,,22414.0,0.9737,,10.0,0.2,0.0187,,,182.0,321.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.046,,,,,,,120429.0,254466.0,,,,,,,,,,,,818230.0,0.9824,,6.0,0.333,0.0316,,,29445.0,63549.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.053,,,,,,,9383.0,18593.0,,,,,,,,,,,,59099.0,0.9945,,10.0,0.2,0.0187,,,728.0,1455.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.122,,,,,,,1033.0,1988.0,,,,,,,,,,,,5383.0,0.9825,,10.0,0.2,0.0187,,,45.0,74.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.069,,,,,,,127904.0,295780.0,,,,,,,,,,,,745037.0,0.9959,,14.0,0.143,0.0682,,,17131.0,37485.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.063,,,,,,,104240.0,220796.0,,,,,,,,,,,,509108.0,0.9907,,7.0,0.571,0.0,,,10003.0,19584.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.086,,,,,,,2709.0,6091.0,,,,,,,,,,,,16804.0,0.9762,,10.0,0.2,0.0187,,,445.0,998.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.067,,,,,,,177248.0,399223.0,,,,,,,,,,,,790688.0,1.0,,17.0,0.059,0.0731,,,21401.0,45431.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.054,,,,,,,140010.0,289321.0,,,,,,,,,,,,791677.0,0.9321,,10.0,0.4,0.0039,,,16908.0,34630.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.037,,,,,,,33153.0,51199.0,,,,,,,,,,,,217381.0,0.9668,,3.0,1.0,0.0942,,,4099.0,6543.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.098,,,,,,,51788.0,120194.0,,,,,,,,,,,,273435.0,0.9878,,6.0,0.0,0.0179,,,7331.0,15519.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.05,,,,,,,9747.0,18187.0,,,,,,,,,,,,56962.0,0.994,,10.0,0.2,0.0187,,,1194.0,2415.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.035,,,,,,,16104.0,32162.0,,,,,,,,,,,,143803.0,0.9771,,10.0,0.2,0.0187,,,4038.0,7857.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.06,,,,,,,16682.0,36319.0,,,,,,,,,,,,126040.0,0.9472,,10.0,0.2,0.0187,,,4830.0,10707.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.043,,,,,,,55366.0,112822.0,,,,,,,,,,,,406297.0,0.9689,,4.0,0.25,0.0183,,,11041.0,22248.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.09,,,,,,,13036.0,24811.0,,,,,,,,,,,,72016.0,0.9099,,10.0,0.2,0.0187,,,2549.0,5295.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.087,,,,,,,12844.0,24772.0,,,,,,,,,,,,61941.0,0.9476,,10.0,0.2,0.0187,,,690.0,1144.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.103,,,,,,,173.0,325.0,,,,,,,,,,,,773.0,1.0,,10.0,0.2,0.0187,,,3.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.113,,,,,,,3225.0,6987.0,,,,,,,,,,,,16445.0,1.0,,10.0,0.2,0.0187,,,143.0,247.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.066,,,,,,,22458.0,43659.0,,,,,,,,,,,,111639.0,0.9151,,1.0,1.0,0.0517,,,2451.0,4812.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.049,,,,,,,19777.0,35579.0,,,,,,,,,,,,116936.0,0.96,,10.0,0.2,0.0187,,,3429.0,6965.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.103,,,,,,,42676.0,91726.0,,,,,,,,,,,,215735.0,0.9791,,4.0,0.25,0.0142,,,5518.0,11707.0
Sutter,US-06101,-121.714735,39.02038,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.121,,,,,,,5603.0,12981.0,,,,,,,,,,,,38031.0,0.9964,,10.0,0.2,0.0187,,,699.0,1504.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.089,,,,,,,4742.0,10381.0,,,,,,,,,,,,25802.0,0.9633,,10.0,0.2,0.0187,,,446.0,930.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.093,,,,,,,1007.0,1851.0,,,,,,,,,,,,4646.0,0.9143,,10.0,0.2,0.0187,,,43.0,63.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.127,,,,,,,51930.0,122765.0,,,,,,,,,,,,233665.0,0.9875,,1.0,1.0,0.0326,,,8372.0,19212.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.076,,,,,,,3025.0,5492.0,,,,,,,,,,,,13619.0,0.8901,,10.0,0.2,0.0187,,,124.0,199.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.06,,,,,,,36204.0,73975.0,,,,,,,,,,,,210826.0,0.9659,,2.0,1.0,0.0399,,,6992.0,15534.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,December,41974.0,2014.0,2015.0,2014/15,0.071,,,,,,,9620.0,19691.0,,,,,,,,,,,,52583.0,0.9411,,10.0,0.2,0.0187,,,979.0,1963.0
Yuba,US-06115,-121.499162,39.278915,C-IV,December,41974.0,2014.0,2015.0,2014/15,0.104,,,,,,,6038.0,13324.0,,,,,,,,,,,,29105.0,1.0,,10.0,0.2,0.0187,,,545.0,1102.0
Statewide,,,,,January,42005.0,2015.0,2015.0,2014/15,0.072,297416.0,1787138.0,2008.0,17659.0,299424.0,1804797.0,2104221.0,4445534.0,750440.0,3649620.0,4400060.0,6579.0,38895.0,45474.0,757019.0,3688515.0,636062350.98,6020181.0,642082531.98,12369426.0,0.9682,,167.0,0.311,0.0765,,,339422.0,706677.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.053,,,,,,,61869.0,121684.0,,,,,,,,,,,,417075.0,0.8524,,3.0,1.0,0.0931,,,9388.0,17853.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.066,,,,,,,107.0,171.0,,,,,,,,,,,,384.0,1.0,,17.0,0.176,0.0422,,,1.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.08,,,,,,,1720.0,3278.0,,,,,,,,,,,,7695.0,0.963,,17.0,0.176,0.0422,,,61.0,109.0
Butte,US-06007,-121.5660076,39.723785,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.085,,,,,,,16001.0,31299.0,,,,,,,,,,,,78166.0,0.9128,,17.0,0.176,0.0422,,,994.0,1691.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.074,,,,,,,2894.0,5421.0,,,,,,,,,,,,11466.0,0.9933,,17.0,0.176,0.0422,,,105.0,191.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.235,,,,,,,688.0,1627.0,,,,,,,,,,,,8311.0,0.8871,,17.0,0.176,0.0422,,,155.0,365.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.057,,,,,,,35445.0,72012.0,,,,,,,,,,,,255481.0,0.9344,,4.0,0.5,0.04,,,5546.0,11090.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.099,,,,,,,2469.0,5136.0,,,,,,,,,,,,11207.0,0.9889,,17.0,0.176,0.0422,,,144.0,248.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.067,,,,,,,7197.0,13063.0,,,,,,,,,,,,36297.0,1.0,,17.0,0.176,0.0422,,,451.0,900.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.121,,,,,,,96715.0,227846.0,,,,,,,,,,,,452482.0,0.9575,,5.0,0.2,0.0134,,,14549.0,31913.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.107,,,,,,,1520.0,3684.0,,,,,,,,,,,,11382.0,1.0,,17.0,0.176,0.0422,,,224.0,504.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.067,,,,,,,11518.0,20309.0,,,,,,,,,,,,48121.0,0.997,,17.0,0.176,0.0422,,,687.0,1267.0
Imperial,US-06025,-115.058652,33.02615,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.234,,,,,,,16703.0,42073.0,,,,,,,,,,,,86680.0,0.9399,,17.0,0.176,0.0422,,,1080.0,2162.0
Inyo,US-06027,-117.7797286,36.626,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.07,,,,,,,1042.0,2064.0,,,,,,,,,,,,5457.0,0.9855,,17.0,0.176,0.0422,,,103.0,220.0
Kern,US-06029,-118.4426011,35.29441,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.112,,,,,,,63893.0,149749.0,,,,,,,,,,,,360006.0,0.9935,,11.0,0.182,0.0051,,,10503.0,23566.0
Kings,US-06031,-119.6135104,36.138775,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.128,,,,,,,10270.0,24051.0,,,,,,,,,,,,53374.0,0.9968,,17.0,0.176,0.0422,,,1380.0,3071.0
Lake,US-06033,-122.9624445,39.124455,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.094,,,,,,,5936.0,11629.0,,,,,,,,,,,,28806.0,0.975,,17.0,0.176,0.0422,,,395.0,773.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.093,,,,,,,1545.0,3182.0,,,,,,,,,,,,7328.0,0.8675,,17.0,0.176,0.0422,,,99.0,174.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,January,42005.0,2015.0,2015.0,2014/15,0.079,,,,,,,585716.0,1185400.0,,,,,,,,,,,,3676688.0,0.9669,,25.0,0.44,0.0646,,,113527.0,231353.0
Madera,US-06039,-119.84174,37.27052,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.124,,,,,,,11878.0,29310.0,,,,,,,,,,,,67599.0,0.9868,,17.0,0.176,0.0422,,,2983.0,6867.0
Marin,US-06041,-122.870429,38.068145,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.04,,,,,,,6300.0,10403.0,,,,,,,,,,,,41746.0,0.9823,,17.0,0.176,0.0422,,,1301.0,2335.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.104,,,,,,,1073.0,2033.0,,,,,,,,,,,,4652.0,0.8478,,17.0,0.176,0.0422,,,27.0,47.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.072,,,,,,,7131.0,13178.0,,,,,,,,,,,,38218.0,0.9866,,17.0,0.176,0.0422,,,620.0,1322.0
Merced,US-06047,-120.1246993,37.18687,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.142,,,,,,,24649.0,57836.0,,,,,,,,,,,,131317.0,0.9769,,1.0,0.0,0.0265,,,4098.0,9136.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.119,,,,,,,467.0,1023.0,,,,,,,,,,,,3099.0,1.0,,17.0,0.176,0.0422,,,36.0,65.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.058,,,,,,,499.0,849.0,,,,,,,,,,,,3424.0,0.9394,,17.0,0.176,0.0422,,,66.0,139.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.125,,,,,,,23266.0,52560.0,,,,,,,,,,,,162450.0,1.0,,3.0,0.333,0.0634,,,8128.0,17627.0
Napa,US-06055,-122.5128064,38.509635,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.058,,,,,,,3575.0,7421.0,,,,,,,,,,,,30498.0,0.942,,17.0,0.176,0.0422,,,857.0,1779.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.062,,,,,,,4247.0,7705.0,,,,,,,,,,,,23165.0,0.9652,,17.0,0.176,0.0422,,,180.0,318.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.05,,,,,,,120652.0,253714.0,,,,,,,,,,,,838886.0,0.9864,,8.0,0.25,0.029,,,29311.0,63391.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.058,,,,,,,9726.0,18407.0,,,,,,,,,,,,60698.0,0.982,,17.0,0.176,0.0422,,,728.0,1453.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.147,,,,,,,1060.0,2030.0,,,,,,,,,,,,5520.0,1.0,,17.0,0.176,0.0422,,,51.0,93.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.074,,,,,,,126931.0,292785.0,,,,,,,,,,,,763615.0,0.9955,,19.0,0.158,0.0749,,,17030.0,37235.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.068,,,,,,,103939.0,219747.0,,,,,,,,,,,,520071.0,0.9893,,8.0,0.5,0.0,,,10007.0,19617.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.094,,,,,,,2731.0,6193.0,,,,,,,,,,,,17260.0,0.9811,,17.0,0.176,0.0422,,,459.0,1032.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.072,,,,,,,177354.0,398410.0,,,,,,,,,,,,809316.0,0.9999,,22.0,0.091,0.078,,,21421.0,45386.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.059,,,,,,,139096.0,287399.0,,,,,,,,,,,,813049.0,0.9356,,13.0,0.462,0.0106,,,16876.0,34622.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.041,,,,,,,33153.0,50987.0,,,,,,,,,,,,220259.0,0.9728,,4.0,0.75,0.0996,,,4130.0,6569.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.105,,,,,,,51784.0,120014.0,,,,,,,,,,,,279094.0,0.9865,,7.0,0.0,0.0135,,,7343.0,15572.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.054,,,,,,,9834.0,18402.0,,,,,,,,,,,,58387.0,0.9529,,17.0,0.176,0.0422,,,1191.0,2400.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.039,,,,,,,15994.0,31880.0,,,,,,,,,,,,146192.0,0.9755,,17.0,0.176,0.0422,,,4036.0,7854.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.066,,,,,,,16991.0,37090.0,,,,,,,,,,,,129230.0,0.8551,,17.0,0.176,0.0422,,,5004.0,11082.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.048,,,,,,,55320.0,112449.0,,,,,,,,,,,,416404.0,0.9604,,5.0,0.4,0.0135,,,11021.0,22249.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.102,,,,,,,13271.0,25385.0,,,,,,,,,,,,73855.0,0.9272,,17.0,0.176,0.0422,,,2622.0,5448.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.094,,,,,,,12834.0,24775.0,,,,,,,,,,,,63042.0,0.9655,,17.0,0.176,0.0422,,,691.0,1138.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.119,,,,,,,178.0,320.0,,,,,,,,,,,,805.0,1.0,,17.0,0.176,0.0422,,,2.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.127,,,,,,,3223.0,6993.0,,,,,,,,,,,,16569.0,1.0,,17.0,0.176,0.0422,,,139.0,245.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.071,,,,,,,22313.0,43385.0,,,,,,,,,,,,114399.0,0.9309,,1.0,1.0,0.037,,,2460.0,4832.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.053,,,,,,,19814.0,35677.0,,,,,,,,,,,,119855.0,0.9582,,17.0,0.176,0.0422,,,3429.0,6945.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.11,,,,,,,42583.0,91585.0,,,,,,,,,,,,220335.0,0.9627,,6.0,0.333,0.0155,,,5495.0,11671.0
Sutter,US-06101,-121.714735,39.02038,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.133,,,,,,,5642.0,13047.0,,,,,,,,,,,,38799.0,1.0,,17.0,0.176,0.0422,,,702.0,1513.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.096,,,,,,,4714.0,10255.0,,,,,,,,,,,,26088.0,0.9793,,17.0,0.176,0.0422,,,442.0,926.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.104,,,,,,,996.0,1829.0,,,,,,,,,,,,4768.0,0.9245,,17.0,0.176,0.0422,,,39.0,59.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.136,,,,,,,52436.0,123898.0,,,,,,,,,,,,236950.0,0.9774,,2.0,1.0,0.0636,,,8369.0,19233.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.085,,,,,,,3000.0,5414.0,,,,,,,,,,,,13863.0,0.8926,,17.0,0.176,0.0422,,,119.0,190.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.064,,,,,,,36486.0,74220.0,,,,,,,,,,,,216023.0,0.9436,,3.0,0.667,0.0385,,,7074.0,15739.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,January,42005.0,2015.0,2015.0,2014/15,0.079,,,,,,,9810.0,20044.0,,,,,,,,,,,,53825.0,0.9122,,17.0,0.176,0.0422,,,986.0,1977.0
Yuba,US-06115,-121.499162,39.278915,C-IV,January,42005.0,2015.0,2015.0,2014/15,0.113,,,,,,,6023.0,13204.0,,,,,,,,,,,,29695.0,1.0,,17.0,0.176,0.0422,,,557.0,1115.0
Statewide,,,,,February,42036.0,2015.0,2015.0,2014/15,0.069,294482.0,1787093.0,2008.0,17799.0,296490.0,1804892.0,2101382.0,4443927.0,743447.0,3654545.0,4397992.0,6589.0,39346.0,45935.0,750036.0,3693891.0,633511464.82,6061134.06,639572598.88,12494452.0,0.9703,,202.0,0.322,0.0743,,,336942.0,702314.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,February,42036.0,2015.0,2015.0,2014/15,0.051,,,,,,,60825.0,120003.0,,,,,,,,,,,,418769.0,0.83,,4.0,1.0,0.069,,,9289.0,17679.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.068,,,,,,,102.0,165.0,,,,,,,,,,,,385.0,1.0,,23.0,0.261,0.048,,,1.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.075,,,,,,,1746.0,3343.0,,,,,,,,,,,,7712.0,0.9423,,23.0,0.261,0.048,,,63.0,109.0
Butte,US-06007,-121.5660076,39.723785,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.08,,,,,,,16101.0,31351.0,,,,,,,,,,,,79394.0,0.9004,,23.0,0.261,0.048,,,989.0,1690.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.071,,,,,,,2917.0,5457.0,,,,,,,,,,,,11651.0,1.0,,23.0,0.261,0.048,,,104.0,189.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.229,,,,,,,695.0,1658.0,,,,,,,,,,,,8385.0,0.8947,,23.0,0.261,0.048,,,153.0,352.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,February,42036.0,2015.0,2015.0,2014/15,0.055,,,,,,,35046.0,71330.0,,,,,,,,,,,,258418.0,0.9568,,4.0,0.5,0.0377,,,5463.0,10930.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.099,,,,,,,2479.0,5126.0,,,,,,,,,,,,11224.0,1.0,,23.0,0.261,0.048,,,142.0,250.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.063,,,,,,,7277.0,13186.0,,,,,,,,,,,,36987.0,1.0,,23.0,0.261,0.048,,,440.0,878.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,February,42036.0,2015.0,2015.0,2014/15,0.118,,,,,,,97110.0,228307.0,,,,,,,,,,,,456093.0,0.9635,,6.0,0.167,0.0141,,,14430.0,31687.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.102,,,,,,,1515.0,3663.0,,,,,,,,,,,,11528.0,1.0,,23.0,0.261,0.048,,,225.0,507.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.063,,,,,,,11589.0,20402.0,,,,,,,,,,,,49005.0,0.9981,,23.0,0.261,0.048,,,675.0,1254.0
Imperial,US-06025,-115.058652,33.02615,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.224,,,,,,,16711.0,41913.0,,,,,,,,,,,,88489.0,0.9574,,23.0,0.261,0.048,,,1088.0,2165.0
Inyo,US-06027,-117.7797286,36.626,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.068,,,,,,,1055.0,2091.0,,,,,,,,,,,,5405.0,1.0,,23.0,0.261,0.048,,,102.0,217.0
Kern,US-06029,-118.4426011,35.29441,C-IV,February,42036.0,2015.0,2015.0,2014/15,0.113,,,,,,,64392.0,152850.0,,,,,,,,,,,,367041.0,0.9954,,12.0,0.167,0.0081,,,10505.0,23547.0
