county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,total_households,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Merced,2926,226,3,2669,182,22,5595,408,25,9159,8936,18095,930,287,775,258,1705,545,3,26,29,,6024,0,6028,1304908,69912,57892,3623,1374820,61515,1436335,2002,NOV,6028,4,11/1/02,4,,
Modoc,104,0,0,145,1,1,249,1,1,260,343,603,0,0,3,1,3,1,0,1,1,,0,0,251,44627,0,43,139,44627,182,44809,2002,NOV,251,4,11/1/02,251,,
Mono,24,0,0,86,0,0,110,0,0,79,139,218,0,0,0,0,0,0,0,0,0,,0,7,110,18217,0,0,0,18217,0,18217,2002,NOV,110,4,11/1/02,103,,
Monterey,1995,153,2,2942,188,22,4937,341,24,5777,7434,13211,375,163,570,210,945,373,2,23,25,,0,436,5697,958516,90657,16130,4386,1049173,20516,1069689,2002,NOV,5302,4,11/1/02,5261,,
Napa,154,3,0,491,9,12,645,12,12,425,1072,1497,5,3,24,10,29,13,0,18,18,,0,0,890,146790,3434,962,2057,150224,3019,153243,2002,NOV,669,4,11/1/02,890,,
Nevada,283,0,0,477,1,0,760,1,0,752,896,1648,0,0,2,1,2,1,0,0,0,,0,103,830,135892,256,110,0,136148,110,136258,2002,NOV,761,4,11/1/02,727,,
Orange,11520,1496,41,11152,1382,557,22672,2878,598,31491,28504,59995,3866,1777,3736,1747,7602,3524,107,776,883,,24580,668,26845,4429171,585552,145809,95169,5014723,240978,5255701,2002,NOV,26148,4,11/1/02,1597,,
Placer,844,12,0,805,6,1,1649,18,1,2173,1688,3861,29,26,24,17,53,43,0,1,1,,0,1006,1748,307887,3873,1425,132,311760,1557,313317,2002,NOV,1668,4,11/1/02,742,,
Plumas,74,0,0,130,0,0,204,0,0,193,299,492,0,0,0,0,0,0,0,0,0,,2,0,212,37336,0,0,0,37336,0,37336,2002,NOV,204,4,11/1/02,210,,
Riverside,13221,473,37,6392,746,246,19613,1219,283,37614,16034,53648,1286,497,2212,861,3498,1358,112,482,594,,22675,0,23535,4672364,322240,59568,55211,4994604,114779,5109383,2002,NOV,21115,4,11/1/02,860,,
Sacramento,20757,965,174,11728,250,254,32485,1215,428,70370,27437,97807,3353,1645,861,427,4214,2072,651,413,1064,,31552,0,36655,7595674,304610,105733,80909,7900284,186642,8086926,2002,NOV,34128,4,11/1/02,5103,,
San Benito,264,7,0,433,12,6,697,19,6,814,1017,1831,17,7,32,14,49,21,0,6,6,,0,0,804,142234,3793,399,830,146027,1229,147256,2002,NOV,722,4,11/1/02,804,,
San Bernardino,23840,996,21,17731,1373,345,41571,2369,366,69826,45882,115708,2825,1107,4274,1650,7099,2757,61,484,545,,0,50649,50661,9869213,600660,116368,73640,10469873,190008,10659881,2002,NOV,44306,4,11/1/02,12,,
San Diego,14519,1147,44,10323,869,435,24842,2016,479,39659,26515,66174,4331,1821,3529,1540,7860,3361,117,607,724,,0,448,30837,5230566,627638,149997,76629,5858204,226626,6084830,2002,NOV,27337,4,11/1/02,30389,,
San Francisco,4300,403,46,9165,469,1019,13465,872,1065,11169,11158,22327,897,490,517,615,1414,1105,107,1336,1443,,15576,0,15576,1922961,128452,43720,119736,2051413,163456,2214869,2002,NOV,15402,4,11/1/02,0,,
San Joaquin,6433,602,5,6631,876,70,13064,1478,75,18590,17280,35870,2213,721,3121,1111,5334,1832,6,112,118,,15643,0,15770,2951803,403871,77505,8334,3355674,85839,3441513,2002,NOV,14617,4,11/1/02,127,,
San Luis Obispo,1106,7,0,1394,23,10,2500,30,10,2753,3142,5895,12,11,46,33,58,44,0,14,14,,0,158,2861,467103,5908,2040,1270,473011,3310,476321,2002,NOV,2540,4,11/1/02,2703,,
San Mateo,1171,35,3,1365,59,36,2536,94,39,2865,2887,5752,78,42,119,66,197,108,6,59,65,,2938,0,2938,487769,19488,5829,6180,507257,12009,519266,2002,NOV,2669,4,11/1/02,0,,
Santa Barbara,2940,150,16,2532,172,37,5472,322,53,7160,6389,13549,352,171,429,222,781,393,32,51,83,,0,0,6398,1048525,85899,26408,8516,1134424,34924,1169348,2002,NOV,5847,4,11/1/02,6398,,
Santa Clara,7578,626,21,6181,1046,876,13759,1672,897,22308,13381,35689,1626,772,2619,1363,4245,2135,60,1209,1269,,16105,605,16825,2803000,331918,99155,186791,3134918,285946,3420864,2002,NOV,16328,4,11/1/02,115,,
Santa Cruz,1155,60,2,1764,39,9,2919,99,11,2501,3213,5714,104,60,75,43,179,103,2,10,12,,105,0,3388,522636,21236,7436,1587,543872,9023,552895,2002,NOV,3029,4,11/1/02,3283,,
Shasta,1684,41,0,2310,41,5,3994,82,5,4568,5088,9656,130,50,120,51,250,101,0,5,5,,0,291,4851,818805,21405,4418,776,840210,5194,845404,2002,NOV,4081,4,11/1/02,4560,,
Sierra,14,0,0,26,0,0,40,0,0,45,46,91,0,0,0,0,0,0,0,0,0,,0,0,40,6235,0,0,0,6235,0,6235,2002,NOV,40,4,11/1/02,40,,
Siskiyou,469,8,0,807,5,2,1276,13,2,1323,1814,3137,26,8,12,7,38,15,0,3,3,,0,222,1325,248854,3424,710,367,252278,1077,253355,2002,NOV,1291,4,11/1/02,1103,,
Solano,2644,79,2,1271,23,39,3915,102,41,7321,2391,9712,200,94,50,27,250,121,4,47,51,,0,3699,4234,794696,24798,4418,5182,819494,9600,829094,2002,NOV,4058,4,11/1/02,535,,
Sonoma,1493,14,0,2092,95,24,3585,109,24,3419,3959,7378,32,18,255,113,287,131,0,36,36,,0,1598,4374,613204,28138,6586,3361,641342,9947,651289,2002,NOV,3718,4,11/1/02,2776,,
Stanislaus,5420,233,9,4171,240,50,9591,473,59,16764,12404,29168,698,277,746,317,1444,594,21,88,109,,10618,0,10618,2199162,122082,21616,10322,2321244,31938,2353182,2002,NOV,10123,4,11/1/02,0,,
Sutter,478,25,0,951,32,2,1429,57,2,1371,2402,3773,83,28,98,39,181,67,0,3,3,,0,381,1594,315089,15586,2511,61,330675,2572,333247,2002,NOV,1488,4,11/1/02,1213,,
Tehama,670,21,0,1142,42,5,1812,63,5,1656,2426,4082,61,22,123,48,184,70,0,5,5,,0,0,1878,323636,12580,4892,644,336216,5536,341752,2002,NOV,1880,4,11/1/02,1878,,
Trinity,115,0,0,180,0,1,295,0,1,337,361,698,0,0,0,0,0,0,0,1,1,,0,71,296,59221,0,0,139,59221,139,59360,2002,NOV,296,4,11/1/02,225,,
Tulare,9163,733,8,5110,481,90,14273,1214,98,28092,12548,40640,2159,911,1155,1029,3314,1940,18,428,446,,15962,0,15964,3084561,267415,65060,15104,3351976,80164,3432140,2002,NOV,15585,4,11/1/02,2,,
Tuolumne,382,0,0,464,0,0,846,0,0,1061,1016,2077,0,0,0,0,0,0,0,0,0,,916,0,920,162285,0,0,0,162285,0,162285,2002,NOV,846,4,11/1/02,4,,
Ventura,3505,141,19,4493,292,144,7998,433,163,9527,11268,20795,359,151,794,374,1153,525,55,187,242,,8741,0,8837,1576407,95057,21585,24217,1671464,45802,1717266,2002,NOV,8594,4,11/1/02,96,,
Yolo,1632,115,17,1027,25,21,2659,140,38,4720,2079,6799,311,231,63,34,374,265,50,41,91,,0,2837,2837,559424,23070,20439,8437,582494,28876,611370,2002,NOV,2837,4,11/1/02,0,,
Yuba,1152,39,1,1199,29,6,2351,68,7,3802,3014,6816,245,44,156,41,401,85,1,6,7,,0,512,2635,519445,25963,5690,926,545408,6616,552024,2002,NOV,2426,4,11/1/02,2123,,
California,302380,26367,1357,296995,27183,15021,599375,53550,16378,834001,675197,1509198,67618,31921,78311,34479,145929,66400,3883,19648,23531,,557639,75614,730246,126944560,12254585,3288309,2657155,139199145,5945464,145144609,2002,OCT,669303,4,10/1/02,96993,,
Alameda,13696,191,0,6971,93,230,20667,284,230,35062,17846,52908,415,200,249,108,664,308,0,293,293,,21181,0,21181,4100271,38491,17854,45631,4138762,63485,4202247,2002,OCT,21181,4,10/1/02,0,,
Alpine,17,0,0,19,0,0,36,0,0,55,54,109,0,0,0,0,0,0,0,0,0,,0,0,36,7854,0,0,0,7854,0,7854,2002,OCT,36,4,10/1/02,36,,
Amador,130,2,0,256,0,0,386,2,0,351,533,884,5,2,0,0,5,2,0,0,0,,0,59,432,74658,0,0,0,74658,0,74658,2002,OCT,388,4,10/1/02,373,,
Butte,2697,30,0,3118,26,9,5815,56,9,7808,7453,15261,144,36,121,31,265,67,0,9,9,,0,0,6562,1244250,19627,3701,1086,1263877,4787,1268664,2002,OCT,5880,4,10/1/02,6562,,
Calaveras,191,0,1,419,0,4,610,0,5,494,858,1352,0,0,0,0,0,0,1,11,12,,0,123,703,115699,0,0,373,115699,373,116072,2002,OCT,615,4,10/1/02,580,,
Colusa,78,8,0,225,26,8,303,34,8,228,532,760,20,8,70,36,90,44,0,12,12,,0,0,412,55696,6635,1593,1045,62331,2638,64969,2002,OCT,345,4,10/1/02,412,,
Contra Costa,5482,295,8,2383,82,86,7865,377,94,14981,4609,19590,882,372,209,112,1091,484,23,111,134,,9102,0,9105,1538292,84447,20771,13438,1622739,34209,1656948,2002,OCT,8336,4,10/1/02,3,,
Del Norte,497,5,0,688,2,1,1185,7,1,1500,1406,2906,17,5,12,2,29,7,0,1,1,,0,1071,1193,226424,2393,512,139,228817,651,229468,2002,OCT,1193,4,10/1/02,122,,
El Dorado,582,12,0,887,10,7,1469,22,7,1548,1754,3302,23,12,23,10,46,22,0,7,7,,71,0,1671,273611,4026,997,988,277637,1985,279622,2002,OCT,1498,4,10/1/02,1600,,
Fresno,17869,1416,16,8676,707,142,26545,2123,158,58952,20865,79817,4835,1666,1999,864,6834,2530,40,196,236,,29030,0,29662,6133203,526712,107333,24873,6659915,132206,6792121,2002,OCT,28826,4,10/1/02,632,,
Glenn,272,2,0,385,9,5,657,11,5,799,1020,1819,4,2,39,9,43,11,0,6,6,,0,0,728,133533,2245,665,717,135778,1382,137160,2002,OCT,673,4,10/1/02,728,,
Humboldt,1335,7,0,2479,13,7,3814,20,7,3618,4926,8544,29,8,40,13,69,21,0,7,7,,3664,485,4260,748454,6044,1840,613,754498,2453,756951,2002,OCT,3841,4,10/1/02,111,,
Imperial,1669,381,1,2751,467,94,4420,848,95,4973,7782,12755,933,405,1231,527,2164,932,1,106,107,,0,5782,6072,1010577,171335,35379,11975,1181912,47354,1229266,2002,OCT,5363,4,10/1/02,290,,
Inyo,67,0,0,270,0,0,337,0,0,194,459,653,0,0,0,0,0,0,0,0,0,,0,0,353,53752,0,0,0,53752,0,53752,2002,OCT,337,4,10/1/02,353,,
Kern,7668,215,2,9602,452,56,17270,667,58,23194,26801,49995,682,248,1256,548,1938,796,2,53,55,,17174,0,22466,4607945,159444,26246,8900,4767389,35146,4802535,2002,OCT,17995,4,10/1/02,5292,,
Kings,1414,46,1,2166,59,20,3580,105,21,4188,5492,9680,153,53,207,64,360,117,1,21,22,,3912,0,3982,723737,26136,2844,3095,749873,5939,755812,2002,OCT,3706,4,10/1/02,70,,
Lake,820,5,1,1049,7,5,1869,12,6,2238,2180,4418,19,7,21,8,40,15,6,5,11,,0,1745,2206,396512,1993,824,498,398505,1322,399827,2002,OCT,1887,4,10/1/02,461,,
Lassen,274,2,0,322,1,0,596,3,0,775,717,1492,4,2,4,1,8,3,0,0,0,,0,480,751,123888,1554,258,0,125442,258,125700,2002,OCT,599,4,10/1/02,271,,
Los Angeles,99155,14194,844,130025,16103,9943,229180,30297,10787,240388,276542,516930,32072,16323,47199,20329,79271,36652,2377,12204,14581,,296210,0,296210,47515656,7010479,2003258,1750149,54526135,3753407,58279542,2002,OCT,270264,4,10/1/02,0,,
Madera,1618,6,0,2656,13,6,4274,19,6,5008,6822,11830,19,6,54,13,73,19,0,7,7,,4499,0,4573,887207,3793,1000,4072,891000,5072,896072,2002,OCT,4299,4,10/1/02,74,,
Marin,447,29,0,1050,34,36,1497,63,36,1010,1507,2517,60,37,69,39,129,76,0,50,50,,0,0,1843,246986,9860,4598,4437,256846,9035,265881,2002,OCT,1596,4,10/1/02,1843,,
Mariposa,94,0,0,204,0,0,298,0,0,248,437,685,0,0,0,0,0,0,0,0,0,,0,315,326,53877,0,0,0,53877,0,53877,2002,OCT,298,4,10/1/02,11,,
Mendocino,818,3,0,1588,18,7,2406,21,7,2200,3289,5489,8,3,53,24,61,27,0,9,9,,0,1674,2654,431853,3281,1552,1029,435134,2581,437715,2002,OCT,2434,4,10/1/02,980,,
Merced,3523,284,4,3257,237,26,6780,521,30,10744,11283,22027,1115,345,989,308,2104,653,4,33,37,,7326,0,7331,1675143,100708,69818,3878,1775851,73696,1849547,2002,OCT,7331,4,10/1/02,5,,
Modoc,104,0,0,152,0,1,256,0,1,272,334,606,0,0,0,0,0,0,0,1,1,,0,0,257,45321,0,0,139,45321,139,45460,2002,OCT,257,4,10/1/02,257,,
Mono,31,0,0,91,0,0,122,0,0,107,145,252,0,0,0,0,0,0,0,0,0,,0,7,128,23306,0,0,0,23306,0,23306,2002,OCT,122,4,10/1/02,121,,
Monterey,2181,165,2,2621,172,23,4802,337,25,6281,6579,12860,417,173,549,189,966,362,2,25,27,,0,449,5617,906942,92825,14544,4660,999767,19204,1018971,2002,OCT,5164,4,10/1/02,5168,,
Napa,165,5,0,499,10,15,664,15,15,444,1050,1494,9,5,23,11,32,16,0,21,21,,0,0,972,156850,3101,760,2894,159951,3654,163605,2002,OCT,694,4,10/1/02,972,,
Nevada,290,0,0,471,1,0,761,1,0,763,860,1623,0,0,2,1,2,1,0,0,0,,0,119,849,135796,256,110,0,136052,110,136162,2002,OCT,762,4,10/1/02,730,,
Orange,11401,1472,38,10875,1363,537,22276,2835,575,31314,27281,58595,3752,1744,3677,1735,7429,3479,97,749,846,,24325,773,26694,4288062,559376,140052,92887,4847438,232939,5080377,2002,OCT,25686,4,10/1/02,1596,,
Placer,851,11,1,796,8,1,1647,19,2,2235,1605,3840,31,27,29,19,60,46,3,1,4,,0,1066,2021,347435,4327,1828,441,351762,2269,354031,2002,OCT,1668,4,10/1/02,955,,
Plumas,84,0,0,116,0,0,200,0,0,228,235,463,0,0,0,0,0,0,0,0,0,,3,0,214,34314,0,0,0,34314,0,34314,2002,OCT,200,4,10/1/02,211,,
Riverside,13083,447,59,6232,704,295,19315,1151,354,37013,15583,52596,1203,468,2030,766,3233,1234,161,610,771,,22265,0,23135,4532777,300282,52408,74514,4833059,126922,4959981,2002,OCT,20820,4,10/1/02,870,,
Sacramento,20654,957,167,11620,249,255,32274,1206,422,70345,27360,97705,3346,1628,799,432,4145,2060,634,431,1065,,31767,0,37113,7599639,308119,106325,81296,7907758,187621,8095379,2002,OCT,33902,4,10/1/02,5346,,
San Benito,259,8,0,416,10,8,675,18,8,761,966,1727,19,8,26,11,45,19,0,8,8,,0,0,779,137496,3873,380,1009,141369,1389,142758,2002,OCT,701,4,10/1/02,779,,
San Bernardino,23890,981,24,17621,1292,339,41511,2273,363,69745,45273,115018,2803,1097,4080,1531,6883,2628,68,476,544,,0,50876,50887,9806414,579847,111267,74427,10386261,185694,10571955,2002,OCT,44147,4,10/1/02,11,,
San Diego,14896,1828,40,10327,1156,420,25223,2984,460,41092,26042,67134,4896,2064,3143,1347,8039,3411,108,568,676,,0,405,31707,5188618,618791,146410,71828,5807409,218238,6025647,2002,OCT,28667,4,10/1/02,31302,,
San Francisco,4282,400,47,9198,465,1056,13480,865,1103,11186,11064,22250,899,491,465,612,1364,1103,110,1367,1477,,15605,0,15605,1936151,129150,40459,121628,2065301,162087,2227388,2002,OCT,15448,4,10/1/02,0,,
San Joaquin,6573,634,2,6374,840,65,12947,1474,67,19254,16774,36028,2311,759,3033,1057,5344,1816,2,96,98,,15652,0,15782,2886133,407320,78603,10726,3293453,89329,3382782,2002,OCT,14488,4,10/1/02,130,,
San Luis Obispo,1095,6,0,1273,21,10,2368,27,10,2733,2873,5606,12,10,50,28,62,38,0,14,14,,0,159,2892,456833,5093,1990,1406,461926,3396,465322,2002,OCT,2405,4,10/1/02,2733,,
San Mateo,1159,32,4,1399,60,35,2558,92,39,2819,2958,5777,71,39,120,69,191,108,7,57,64,,2980,0,2997,488564,20507,5872,6376,509071,12248,521319,2002,OCT,2689,4,10/1/02,17,,
Santa Barbara,2940,157,15,2441,160,32,5381,317,47,7148,5974,13122,378,187,407,199,785,386,31,43,74,,0,0,6388,1015171,85008,25725,7620,1100179,33345,1133524,2002,OCT,5745,4,10/1/02,6388,,
Santa Clara,7718,614,20,6092,991,827,13810,1605,847,21745,13378,35123,1560,729,2507,1305,4067,2034,54,1167,1221,,16468,0,16578,2726398,310709,94996,154337,3037107,249333,3286440,2002,OCT,16262,4,10/1/02,110,,
Santa Cruz,1167,59,1,1898,48,8,3065,107,9,2718,3788,6506,111,62,91,57,202,119,1,9,10,,197,0,3708,569302,22971,7676,1171,592273,8847,601120,2002,OCT,3181,4,10/1/02,3511,,
Shasta,1776,42,0,2395,42,9,4171,84,9,4855,5330,10185,136,53,105,52,241,105,0,9,9,,0,337,5279,893754,20230,4393,1051,913984,5444,919428,2002,OCT,4264,4,10/1/02,4942,,
Sierra,17,0,0,26,0,0,43,0,0,54,44,98,0,0,0,0,0,0,0,0,0,,0,0,43,6863,0,0,0,6863,0,6863,2002,OCT,43,4,10/1/02,43,,
Siskiyou,479,7,0,766,6,1,1245,13,1,1328,1703,3031,20,7,12,8,32,15,0,1,1,,0,241,1346,236615,2797,878,133,239412,1011,240423,2002,OCT,1259,4,10/1/02,1105,,
Solano,2769,74,2,1407,18,36,4176,92,38,8001,2713,10714,184,89,38,21,222,110,4,46,50,,0,3916,4529,852953,22511,4752,5133,875464,9885,885349,2002,OCT,4306,4,10/1/02,613,,
Sonoma,1547,18,0,2296,89,31,3843,107,31,3629,4300,7929,32,22,224,108,256,130,0,47,47,,0,1704,4547,651300,28028,7375,4426,679328,11801,691129,2002,OCT,3981,4,10/1/02,2843,,
Stanislaus,5437,231,11,4037,243,46,9474,474,57,16858,12081,28939,695,274,741,321,1436,595,30,82,112,,10974,0,10974,2183570,115687,22171,9720,2299257,31891,2331148,2002,OCT,10005,4,10/1/02,0,,
Sutter,503,24,0,872,26,4,1375,50,4,1447,2171,3618,74,26,87,32,161,58,0,4,4,,0,385,1565,275607,14074,2287,150,289681,2437,292118,2002,OCT,1429,4,10/1/02,1180,,
Tehama,711,23,0,1066,34,6,1777,57,6,1734,2320,4054,68,25,98,38,166,63,0,6,6,,0,0,1839,316432,11089,4313,607,327521,4920,332441,2002,OCT,1840,4,10/1/02,1839,,
Trinity,115,0,0,179,0,1,294,0,1,322,375,697,0,0,0,0,0,0,0,1,1,,0,80,295,59615,0,0,139,59615,139,59754,2002,OCT,295,4,10/1/02,215,,
Tulare,9141,726,8,4956,480,84,14097,1206,92,28157,12041,40198,2170,1746,1135,1059,3305,2805,17,392,409,,15794,0,15800,3061637,264465,65452,16648,3326102,82100,3408202,2002,OCT,15395,4,10/1/02,6,,
Tuolumne,381,0,0,438,0,0,819,0,0,1017,976,1993,0,0,0,0,0,0,0,0,0,,865,0,869,149427,0,0,0,149427,0,149427,2002,OCT,819,4,10/1/02,4,,
Ventura,3476,148,18,4414,279,152,7890,427,170,9353,10985,20338,377,155,784,348,1161,503,49,216,265,,8575,0,8652,1532526,90384,20013,24839,1622910,44852,1667762,2002,OCT,8487,4,10/1/02,77,,
Yolo,1634,119,19,1021,27,24,2655,146,43,4740,2028,6768,315,239,56,34,371,273,49,52,101,,0,2844,2844,557034,24614,20022,8737,581648,28759,610407,2002,OCT,2844,4,10/1/02,0,,
Yuba,1158,46,1,1164,30,8,2322,76,9,3747,2841,6588,290,54,155,43,445,97,1,8,9,,0,519,2629,506627,29948,6205,1277,536575,7482,544057,2002,OCT,2407,4,10/1/02,2110,,
California,303142,26841,1324,298026,28267,15002,601168,55108,16326,841960,677907,1519867,69069,31757,81238,36219,150307,67976,3866,19608,23474,,555673,74101,724462,121718345,12050930,3247731,2555821,133769275,5803552,139572827,2002,SEP,672602,3,9/1/02,94688,,
Alameda,13528,238,0,6735,87,227,20263,325,227,34632,17242,51874,573,266,237,100,810,366,0,292,292,,20815,0,20815,3809793,42088,19018,42680,3851881,61698,3913579,2002,SEP,20815,3,9/1/02,0,,
Alpine,17,0,0,15,0,0,32,0,0,56,34,90,0,0,0,0,0,0,0,0,0,,0,0,32,7022,0,0,0,7022,0,7022,2002,SEP,32,3,9/1/02,32,,
Amador,124,2,0,253,0,0,377,2,0,323,537,860,5,2,0,0,5,2,0,0,0,,0,76,430,70194,0,0,0,70194,0,70194,2002,SEP,379,3,9/1/02,354,,
Butte,2509,32,0,3252,29,10,5761,61,10,7414,7906,15320,140,37,136,35,276,72,0,10,10,,0,0,6262,1171213,19244,3644,1178,1190457,4822,1195279,2002,SEP,5832,3,9/1/02,6262,,
Calaveras,202,0,0,422,0,0,624,0,0,531,864,1395,0,0,0,0,0,0,0,0,0,,0,119,690,113623,0,0,0,113623,0,113623,2002,SEP,624,3,9/1/02,571,,
Colusa,83,5,0,247,33,9,330,38,9,229,618,847,13,5,90,43,103,48,0,13,13,,0,0,412,57163,6453,1859,1623,63616,3482,67098,2002,SEP,377,3,9/1/02,412,,
Contra Costa,5484,304,8,2395,79,87,7879,383,95,15065,4563,19628,905,378,198,106,1103,484,23,110,133,,9017,0,9021,1468292,83147,20441,13295,1551439,33736,1585175,2002,SEP,8357,3,9/1/02,4,,
Del Norte,491,5,0,698,2,1,1189,7,1,1457,1451,2908,17,5,12,2,29,7,0,1,1,,0,1071,1197,220934,2079,461,135,223013,596,223609,2002,SEP,1197,3,9/1/02,126,,
El Dorado,585,11,0,885,11,8,1470,22,8,1539,1781,3320,20,11,27,11,47,22,0,8,8,,43,0,1655,256793,4274,979,1173,261067,2152,263219,2002,SEP,1500,3,9/1/02,1612,,
Fresno,18037,1491,21,9005,806,156,27042,2297,177,59742,22097,81839,5041,1748,2308,1036,7349,2784,55,218,273,,29349,0,30005,6001258,547952,108838,26774,6549210,135612,6684822,2002,SEP,29516,3,9/1/02,656,,
Glenn,239,2,0,418,11,5,657,13,5,716,1107,1823,4,2,40,12,44,14,0,6,6,,0,0,715,125622,2144,764,811,127766,1575,129341,2002,SEP,675,3,9/1/02,715,,
Humboldt,1306,9,0,2486,14,7,3792,23,7,3528,4980,8508,36,10,43,14,79,24,0,7,7,,3737,483,4342,734665,6821,2072,604,741486,2676,744162,2002,SEP,3822,3,9/1/02,122,,
Imperial,1500,349,2,2895,469,89,4395,818,91,4643,8314,12957,866,372,1195,524,2061,896,2,99,101,,0,5584,5884,979640,160003,29458,11602,1139643,41060,1180703,2002,SEP,5304,3,9/1/02,300,,
Inyo,56,0,0,279,0,0,335,0,0,162,474,636,0,0,0,0,0,0,0,0,0,,0,0,369,52285,0,0,0,52285,0,52285,2002,SEP,335,3,9/1/02,369,,
Kern,7306,193,1,10817,427,54,18123,620,55,22691,30645,53336,624,221,1203,521,1827,742,1,79,80,,17263,0,22531,4487927,156878,22770,9291,4644805,32061,4676866,2002,SEP,18798,3,9/1/02,5268,,
Kings,1287,42,1,2428,70,21,3715,112,22,3919,6186,10105,131,49,238,76,369,125,1,21,22,,4000,0,4071,727008,24779,4025,2705,751787,6730,758517,2002,SEP,3849,3,9/1/02,71,,
Lake,936,5,1,1173,9,6,2109,14,7,2572,2390,4962,19,7,24,10,43,17,6,6,12,,0,2282,2973,516844,2945,705,792,519789,1497,521286,2002,SEP,2130,3,9/1/02,691,,
Lassen,251,2,0,338,0,0,589,2,0,711,788,1499,3,2,0,0,3,2,0,0,0,,0,360,621,117932,383,163,0,118315,163,118478,2002,SEP,591,3,9/1/02,261,,
Los Angeles,102124,14816,796,128342,17084,10069,230466,31900,10865,252561,269197,521758,33970,17090,49634,21633,83604,38723,2230,12359,14589,,295106,0,295106,45575461,7027797,2052853,1699530,52603258,3752383,56355641,2002,SEP,273231,3,9/1/02,0,,
Madera,1393,7,0,2987,15,5,4380,22,5,4440,7845,12285,22,7,59,15,81,22,0,6,6,,4619,0,4685,878354,3339,685,3269,881693,3954,885647,2002,SEP,4407,3,9/1/02,66,,
Marin,374,33,0,1079,38,34,1453,71,34,898,1591,2489,62,38,56,39,118,77,0,34,34,,0,0,1842,233706,8669,4084,4515,242375,8599,250974,2002,SEP,1558,3,9/1/02,1842,,
Mariposa,98,0,0,195,0,0,293,0,0,269,419,688,0,0,0,0,0,0,0,0,0,,0,296,305,50857,0,0,0,50857,0,50857,2002,SEP,293,3,9/1/02,9,,
Mendocino,797,4,0,1600,17,5,2397,21,5,2141,3363,5504,16,5,47,22,63,27,0,5,5,,0,1611,2559,411525,3470,1523,615,414995,2138,417133,2002,SEP,2423,3,9/1/02,948,,
Merced,3276,262,3,3053,215,20,6329,477,23,10375,10402,20777,973,322,859,292,1832,614,3,22,25,,6825,0,6829,1418774,82080,60905,3553,1500854,64458,1565312,2002,SEP,6829,3,9/1/02,4,,
Modoc,102,0,0,157,2,1,259,2,1,291,349,640,0,0,5,2,5,2,0,1,1,,0,0,262,43388,248,190,135,43636,325,43961,2002,SEP,262,3,9/1/02,262,,
Mono,28,0,0,84,0,0,112,0,0,96,141,237,0,0,0,0,0,0,0,0,0,,0,16,118,20298,0,0,0,20298,0,20298,2002,SEP,112,3,9/1/02,102,,
Monterey,2036,124,0,2860,128,20,4896,252,20,5950,7165,13115,310,134,409,139,719,273,0,20,20,,0,412,5560,901949,61054,9094,4518,963003,13612,976615,2002,SEP,5168,3,9/1/02,5148,,
Napa,170,4,0,440,9,11,610,13,11,438,910,1348,8,4,19,11,27,15,0,18,18,,0,0,799,128086,2519,590,1902,130605,2492,133097,2002,SEP,634,3,9/1/02,799,,
Nevada,288,0,0,468,1,0,756,1,0,752,858,1610,0,0,2,1,2,1,0,0,0,,0,132,841,128001,248,108,0,128249,108,128357,2002,SEP,757,3,9/1/02,709,,
Orange,11319,1416,37,11151,1421,551,22470,2837,588,31083,28414,59497,3628,1685,3851,1832,7479,3517,96,782,878,,24433,635,26662,4147336,549224,131824,90397,4696560,222221,4918781,2002,SEP,25895,3,9/1/02,1594,,
Placer,834,12,0,763,8,1,1597,20,1,2160,1556,3716,33,27,29,20,62,47,0,0,0,,0,889,1697,285554,3895,1753,86,289449,1839,291288,2002,SEP,1618,3,9/1/02,808,,
Plumas,87,0,0,112,0,0,199,0,0,242,219,461,0,0,0,0,0,0,0,0,0,,3,0,210,31883,0,0,0,31883,0,31883,2002,SEP,199,3,9/1/02,207,,
Riverside,13291,350,31,6467,582,193,19758,932,224,37635,16106,53741,1019,385,1820,701,2839,1086,146,539,685,,22212,0,23048,4407869,230487,31127,56256,4638356,87383,4725739,2002,SEP,20914,3,9/1/02,836,,
Sacramento,20632,967,172,11520,253,255,32152,1220,427,69740,26926,96666,3278,1650,809,413,4087,2063,642,422,1064,,31856,0,36809,7312947,291265,105936,81337,7604212,187273,7791485,2002,SEP,33799,3,9/1/02,4953,,
